Customer ID,Age,Gender,Location,Subscription Status
71,22,Male,Alabama,Yes
72,36,Male,Virginia,Yes
73,18,Male,Georgia,Yes
74,48,Male,Hawaii,Yes
75,49,Male,Indiana,Yes
76,64,Male,Utah,Yes
77,50,Male,Delaware,Yes
78,22,Male,Delaware,Yes
79,50,Male,Nebraska,Yes
80,38,Male,Iowa,Yes
81,19,Male,New York,Yes
82,67,Male,Virginia,Yes
83,19,Male,Georgia,Yes
84,36,Male,Texas,Yes
85,52,Male,Arizona,Yes
86,53,Male,New Mexico,Yes
87,24,Male,Nevada,Yes
88,52,Male,Ohio,Yes
89,33,Male,Wyoming,Yes
90,47,Male,California,Yes
91,25,Male,South Carolina,Yes
92,44,Male,South Carolina,Yes
93,61,Male,Texas,Yes
94,37,Male,Florida,Yes
95,58,Male,Nevada,Yes
96,37,Male,Missouri,Yes
97,32,Male,Delaware,Yes
98,21,Male,Virginia,Yes
99,20,Male,New York,Yes
100,26,Male,Missouri,Yes
101,62,Male,South Dakota,Yes
102,27,Male,North Dakota,Yes
103,51,Male,Oklahoma,Yes
104,54,Male,West Virginia,Yes
105,55,Male,New Hampshire,Yes
106,69,Male,New York,Yes
107,64,Male,Minnesota,Yes
108,28,Male,Maryland,Yes
109,70,Male,Montana,Yes
110,58,Male,Alabama,Yes
111,56,Male,New York,Yes
112,26,Male,Massachusetts,Yes
113,37,Male,Florida,Yes
114,44,Male,New Jersey,Yes
115,70,Male,Massachusetts,Yes
116,53,Male,Wyoming,Yes
117,55,Male,Virginia,Yes
118,50,Male,South Dakota,Yes
119,50,Male,Kentucky,Yes
120,38,Male,Wyoming,Yes
121,64,Male,West Virginia,Yes
122,19,Male,Virginia,Yes
123,40,Male,Washington,Yes
124,57,Male,Louisiana,Yes
125,44,Male,Nevada,Yes
126,49,Male,California,Yes
127,43,Male,Mississippi,Yes
128,24,Male,Mississippi,Yes
129,20,Male,California,Yes
130,24,Male,Pennsylvania,Yes
131,44,Male,Kentucky,Yes
132,28,Male,Maine,Yes
133,30,Male,New Mexico,Yes
134,52,Male,Montana,Yes
135,43,Male,Texas,Yes
136,43,Male,Kansas,Yes
137,39,Male,South Carolina,Yes
138,68,Male,Colorado,Yes
139,68,Male,Georgia,Yes
140,49,Male,Florida,Yes
141,63,Male,North Carolina,Yes
142,56,Male,Virginia,Yes
143,37,Male,Nebraska,Yes
144,30,Male,Missouri,Yes
145,19,Male,New Jersey,Yes
146,24,Male,Missouri,Yes
147,52,Male,Colorado,Yes
148,63,Male,Idaho,Yes
149,37,Male,Wyoming,Yes
150,38,Male,Delaware,Yes
151,35,Male,California,Yes
152,28,Male,North Dakota,Yes
153,30,Male,South Carolina,Yes
154,69,Male,North Carolina,Yes
155,41,Male,Oklahoma,Yes
156,63,Male,Maine,Yes
157,35,Male,Missouri,Yes
158,36,Male,Vermont,Yes
159,25,Male,Connecticut,Yes
160,58,Male,New Hampshire,Yes
161,27,Male,Texas,Yes
162,65,Male,North Dakota,Yes
163,54,Male,California,Yes
164,54,Male,Virginia,Yes
165,59,Male,Delaware,Yes
166,42,Male,Kentucky,Yes
167,46,Male,Delaware,Yes
168,33,Male,Arkansas,Yes
169,34,Male,Louisiana,Yes
170,27,Male,Nevada,Yes
171,52,Male,Wyoming,Yes
172,29,Male,Virginia,Yes
173,54,Male,Nebraska,Yes
174,25,Male,Hawaii,Yes
175,41,Male,Vermont,Yes
176,53,Male,Oklahoma,Yes
177,53,Male,New Hampshire,Yes
178,21,Male,Kansas,Yes
179,61,Male,Idaho,Yes
180,64,Male,Illinois,Yes
181,51,Male,South Dakota,Yes
182,32,Male,Massachusetts,Yes
183,38,Male,Alabama,Yes
184,58,Male,Ohio,Yes
185,32,Male,Hawaii,Yes
186,46,Male,Wisconsin,Yes
187,39,Male,Minnesota,Yes
188,19,Male,Georgia,Yes
189,50,Male,Arkansas,Yes
190,36,Male,West Virginia,Yes
191,65,Male,Indiana,Yes
192,64,Male,Utah,Yes
193,46,Male,Nebraska,Yes
194,36,Male,North Dakota,Yes
195,51,Male,Missouri,Yes
196,51,Male,New York,Yes
197,38,Male,Washington,Yes
198,59,Male,South Carolina,Yes
199,57,Male,Utah,Yes
200,54,Male,Idaho,Yes
201,25,Male,Pennsylvania,Yes
202,69,Male,Missouri,Yes
203,57,Male,Nebraska,Yes
204,70,Male,Indiana,Yes
205,24,Male,Arizona,Yes
206,67,Male,Hawaii,Yes
207,24,Male,Wisconsin,Yes
208,62,Male,Rhode Island,Yes
209,57,Male,Wisconsin,Yes
210,55,Male,Minnesota,Yes
211,45,Male,Vermont,Yes
212,69,Male,South Dakota,Yes
213,67,Male,Virginia,Yes
214,30,Male,Nevada,Yes
215,24,Male,Hawaii,Yes
216,62,Male,New Jersey,Yes
217,43,Male,Massachusetts,Yes
218,35,Male,Oklahoma,Yes
219,28,Male,California,Yes
220,32,Male,Nevada,Yes
221,39,Male,Arizona,Yes
222,28,Male,North Carolina,Yes
223,47,Male,New York,Yes
224,20,Male,Wyoming,Yes
225,63,Male,South Dakota,Yes
226,25,Male,Arkansas,Yes
227,29,Male,Texas,Yes
228,50,Male,Rhode Island,Yes
229,18,Male,New Hampshire,Yes
230,70,Male,Ohio,Yes
231,66,Male,Utah,Yes
232,28,Male,Tennessee,Yes
233,54,Male,Hawaii,Yes
234,19,Male,Arizona,Yes
235,20,Male,South Dakota,Yes
236,43,Male,New Jersey,Yes
237,38,Male,North Dakota,Yes
238,50,Male,Iowa,Yes
239,64,Male,Ohio,Yes
240,49,Male,Vermont,Yes
241,47,Male,Montana,Yes
242,36,Male,Delaware,Yes
243,55,Male,New York,Yes
244,25,Male,Kentucky,Yes
245,53,Male,Oregon,Yes
246,49,Male,Rhode Island,Yes
247,35,Male,Nevada,Yes
248,29,Male,Montana,Yes
249,47,Male,Pennsylvania,Yes
250,53,Male,Alaska,Yes
251,33,Male,Mississippi,Yes
252,21,Male,Wyoming,Yes
253,32,Male,Delaware,Yes
254,52,Male,Oklahoma,Yes
255,67,Male,Indiana,Yes
256,43,Male,Maryland,Yes
257,58,Male,South Dakota,Yes
258,20,Male,West Virginia,Yes
259,61,Male,Alabama,Yes
260,32,Male,Louisiana,Yes
261,38,Male,Montana,Yes
262,21,Male,California,Yes
263,37,Male,Hawaii,Yes
264,27,Male,Iowa,Yes
265,36,Male,Colorado,Yes
266,32,Male,Michigan,Yes
267,51,Male,Louisiana,Yes
268,64,Male,Maryland,Yes
269,68,Male,Georgia,Yes
270,68,Male,Georgia,Yes
271,33,Male,North Dakota,Yes
272,65,Male,Maryland,Yes
273,48,Male,Oregon,Yes
274,69,Male,North Dakota,Yes
275,59,Male,Maryland,Yes
276,48,Male,Virginia,Yes
277,25,Male,South Dakota,Yes
278,29,Male,Georgia,Yes
279,57,Male,Hawaii,Yes
280,23,Male,Arkansas,Yes
281,45,Male,Montana,Yes
282,38,Male,Oklahoma,Yes
283,21,Male,Minnesota,Yes
284,32,Male,Montana,Yes
285,63,Male,Ohio,Yes
286,29,Male,Kentucky,Yes
287,27,Male,Nebraska,Yes
288,56,Male,Delaware,Yes
289,30,Male,North Carolina,Yes
290,49,Male,New York,Yes
291,58,Male,Colorado,Yes
292,57,Male,Delaware,Yes
293,60,Male,Utah,Yes
294,69,Male,Connecticut,Yes
295,70,Male,New Jersey,Yes
296,53,Male,West Virginia,Yes
297,25,Male,Indiana,Yes
298,48,Male,Delaware,Yes
299,69,Male,Maryland,Yes
300,25,Male,Pennsylvania,Yes
301,29,Male,Iowa,Yes
302,46,Male,Pennsylvania,Yes
303,37,Male,Delaware,Yes
304,20,Male,Oregon,Yes
305,40,Male,Oregon,Yes
306,60,Male,Utah,Yes
307,26,Male,North Dakota,Yes
308,29,Male,Florida,Yes
309,66,Male,Maryland,Yes
310,66,Male,Minnesota,Yes
311,56,Male,Montana,Yes
312,69,Male,Rhode Island,Yes
313,38,Male,Massachusetts,Yes
314,42,Male,Vermont,Yes
315,30,Male,New Jersey,Yes
316,66,Male,Wisconsin,Yes
317,36,Male,California,Yes
318,58,Male,West Virginia,Yes
319,45,Male,South Dakota,Yes
320,47,Male,Maine,Yes
321,66,Male,Kansas,Yes
322,41,Male,Vermont,Yes
323,41,Male,Tennessee,Yes
324,66,Male,Tennessee,Yes
325,37,Male,Wyoming,Yes
326,70,Male,Vermont,Yes
327,62,Male,New Jersey,Yes
328,61,Male,Iowa,Yes
329,48,Male,Florida,Yes
330,70,Male,Nevada,Yes
331,46,Male,North Dakota,Yes
332,31,Male,Florida,Yes
333,19,Male,New York,Yes
334,39,Male,Alaska,Yes
335,41,Male,Kansas,Yes
336,20,Male,Oregon,Yes
337,36,Male,Rhode Island,Yes
338,32,Male,New Mexico,Yes
339,69,Male,Massachusetts,Yes
340,40,Male,Pennsylvania,Yes
341,40,Male,New Jersey,Yes
342,20,Male,Utah,Yes
343,64,Male,Kentucky,Yes
344,27,Male,Nebraska,Yes
345,24,Male,Virginia,Yes
346,48,Male,Wyoming,Yes
347,49,Male,New Mexico,Yes
348,36,Male,Oregon,Yes
349,56,Male,South Carolina,Yes
350,37,Male,Arizona,Yes
351,42,Male,Kentucky,Yes
352,28,Male,New York,Yes
353,27,Male,Texas,Yes
354,63,Male,Missouri,Yes
355,58,Male,Pennsylvania,Yes
356,37,Male,Oregon,Yes
357,56,Male,Nevada,Yes
358,18,Male,Arkansas,Yes
359,48,Male,Minnesota,Yes
360,31,Male,Georgia,Yes
361,51,Male,Rhode Island,Yes
362,65,Male,Nevada,Yes
363,53,Male,Texas,Yes
364,55,Male,Florida,Yes
365,62,Male,North Dakota,Yes
366,55,Male,West Virginia,Yes
367,64,Male,Nebraska,Yes
368,52,Male,Tennessee,Yes
369,24,Male,Oklahoma,Yes
370,38,Male,Wisconsin,Yes
371,59,Male,Oregon,Yes
372,27,Male,North Carolina,Yes
373,24,Male,Pennsylvania,Yes
374,23,Male,North Dakota,Yes
375,69,Male,Ohio,Yes
376,59,Male,Oklahoma,Yes
377,51,Male,South Carolina,Yes
378,63,Male,Maine,Yes
379,54,Male,Nevada,Yes
380,32,Male,Montana,Yes
381,39,Male,New Hampshire,Yes
382,66,Male,Maine,Yes
383,28,Male,California,Yes
384,50,Male,West Virginia,Yes
385,70,Male,California,Yes
386,67,Male,West Virginia,Yes
387,64,Male,Louisiana,Yes
388,45,Male,Georgia,Yes
389,22,Male,Washington,Yes
390,27,Male,Virginia,Yes
391,25,Male,Indiana,Yes
392,37,Male,Minnesota,Yes
393,26,Male,Idaho,Yes
394,33,Male,Vermont,Yes
395,43,Male,North Dakota,Yes
396,37,Male,Rhode Island,Yes
397,46,Male,South Carolina,Yes
398,22,Male,Mississippi,Yes
399,20,Male,Montana,Yes
400,60,Male,Idaho,Yes
401,39,Male,Utah,Yes
402,43,Male,Oklahoma,Yes
403,31,Male,California,Yes
404,19,Male,Nevada,Yes
405,35,Male,Delaware,Yes
406,41,Male,South Carolina,Yes
407,52,Male,Maryland,Yes
408,45,Male,North Carolina,Yes
409,34,Male,Alabama,Yes
410,35,Male,Minnesota,Yes
411,29,Male,Virginia,Yes
412,59,Male,Michigan,Yes
413,24,Male,Maine,Yes
414,70,Male,Nevada,Yes
415,29,Male,Wyoming,Yes
416,67,Male,Connecticut,Yes
417,36,Male,Oregon,Yes
418,23,Male,Mississippi,Yes
419,18,Male,Illinois,Yes
420,53,Male,Utah,Yes
421,32,Male,North Carolina,Yes
422,38,Male,Kentucky,Yes
423,47,Male,Minnesota,Yes
424,46,Male,New York,Yes
425,66,Male,Illinois,Yes
426,40,Male,North Dakota,Yes
427,43,Male,Louisiana,Yes
428,58,Male,Illinois,Yes
429,21,Male,Wyoming,Yes
430,42,Male,Washington,Yes
431,24,Male,Texas,Yes
432,43,Male,New Hampshire,Yes
433,47,Male,Indiana,Yes
434,49,Male,Alabama,Yes
435,50,Male,Oklahoma,Yes
436,51,Male,Montana,Yes
437,40,Male,Tennessee,Yes
438,45,Male,New Mexico,Yes
439,52,Male,Iowa,Yes
440,62,Male,Idaho,Yes
441,20,Male,Oklahoma,Yes
442,43,Male,Florida,Yes
443,29,Male,Michigan,Yes
444,22,Male,Hawaii,Yes
445,48,Male,California,Yes
446,42,Male,Iowa,Yes
447,19,Male,West Virginia,Yes
448,60,Male,Washington,Yes
449,32,Male,Missouri,Yes
450,26,Male,New York,Yes
451,25,Male,Connecticut,Yes
452,66,Male,Virginia,Yes
453,45,Male,Missouri,Yes
454,54,Male,Nebraska,Yes
455,37,Male,New Jersey,Yes
456,54,Male,Utah,Yes
457,50,Male,North Carolina,Yes
458,25,Male,Rhode Island,Yes
459,47,Male,Arkansas,Yes
460,63,Male,Maryland,Yes
461,64,Male,South Carolina,Yes
462,18,Male,Ohio,Yes
463,59,Male,Illinois,Yes
464,37,Male,Georgia,Yes
465,23,Male,Alabama,Yes
466,54,Male,Oklahoma,Yes
467,38,Male,Vermont,Yes
468,19,Male,Nebraska,Yes
469,34,Male,Georgia,Yes
470,21,Male,Alabama,Yes
471,50,Male,Minnesota,Yes
472,55,Male,Missouri,Yes
473,20,Male,Georgia,Yes
474,34,Male,West Virginia,Yes
475,62,Male,Arkansas,Yes
476,21,Male,Ohio,Yes
477,21,Male,Connecticut,Yes
478,42,Male,North Dakota,Yes
479,35,Male,Kansas,Yes
480,39,Male,Iowa,Yes
481,68,Male,Vermont,Yes
482,46,Male,Wisconsin,Yes
483,41,Male,Connecticut,Yes
484,23,Male,Oklahoma,Yes
485,68,Male,Missouri,Yes
486,48,Male,Tennessee,Yes
487,38,Male,New Mexico,Yes
488,41,Male,Iowa,Yes
489,58,Male,Maine,Yes
490,49,Male,South Dakota,Yes
491,57,Male,Colorado,Yes
492,49,Male,Vermont,Yes
493,50,Male,Michigan,Yes
494,28,Male,Nevada,Yes
495,38,Male,Indiana,Yes
496,33,Male,Michigan,Yes
497,30,Male,California,Yes
498,43,Male,Oklahoma,Yes
499,43,Male,Iowa,Yes
500,36,Male,Rhode Island,Yes
501,36,Male,Washington,Yes
502,64,Male,Florida,Yes
503,59,Male,South Carolina,Yes
504,55,Male,West Virginia,Yes
505,42,Male,Missouri,Yes
506,61,Male,Maine,Yes
507,28,Male,Georgia,Yes
508,65,Male,Maine,Yes
509,27,Male,Illinois,Yes
510,41,Male,Delaware,Yes
511,21,Male,West Virginia,Yes
512,61,Male,Hawaii,Yes
513,19,Male,New York,Yes
514,22,Male,New Mexico,Yes
515,64,Male,Indiana,Yes
516,28,Male,Kentucky,Yes
517,34,Male,West Virginia,Yes
518,61,Male,North Dakota,Yes
519,24,Male,Oregon,Yes
520,19,Male,Minnesota,Yes
521,51,Male,South Carolina,Yes
522,36,Male,Vermont,Yes
523,65,Male,Minnesota,Yes
524,46,Male,Delaware,Yes
525,59,Male,Pennsylvania,Yes
526,51,Male,Iowa,Yes
527,51,Male,New Jersey,Yes
528,21,Male,South Carolina,Yes
529,34,Male,Maryland,Yes
530,32,Male,California,Yes
531,48,Male,Montana,Yes
532,50,Male,Vermont,Yes
533,26,Male,Texas,Yes
534,57,Male,North Carolina,Yes
535,65,Male,Florida,Yes
536,56,Male,West Virginia,Yes
537,44,Male,Illinois,Yes
538,50,Male,Virginia,Yes
539,27,Male,Virginia,Yes
540,49,Male,Wyoming,Yes
541,49,Male,South Carolina,Yes
542,52,Male,Connecticut,Yes
543,27,Male,Illinois,Yes
544,53,Male,Alabama,Yes
545,34,Male,Washington,Yes
546,33,Male,Alabama,Yes
547,62,Male,New Mexico,Yes
548,38,Male,Nevada,Yes
549,36,Male,Nebraska,Yes
550,31,Male,Arizona,Yes
551,62,Male,Georgia,Yes
552,29,Male,Idaho,Yes
553,24,Male,Missouri,Yes
554,63,Male,Florida,Yes
555,56,Male,Minnesota,Yes
556,63,Male,Maine,Yes
557,40,Male,Montana,Yes
558,18,Male,Alaska,Yes
559,50,Male,Iowa,Yes
560,66,Male,Arizona,Yes
561,25,Male,Louisiana,Yes
562,65,Male,Alabama,Yes
563,53,Male,Missouri,Yes
564,61,Male,Idaho,Yes
565,67,Male,Florida,Yes
566,59,Male,Idaho,Yes
567,55,Male,Alabama,Yes
568,21,Male,New Hampshire,Yes
569,44,Male,Utah,Yes
570,65,Male,Alabama,Yes
571,65,Male,Iowa,Yes
572,54,Male,Kentucky,Yes
573,56,Male,South Carolina,Yes
574,58,Male,California,Yes
575,54,Male,Maine,Yes
576,58,Male,Nebraska,Yes
577,48,Male,Washington,Yes
578,19,Male,Alabama,Yes
579,69,Male,Maine,Yes
580,58,Male,California,Yes
581,49,Male,Iowa,Yes
582,32,Male,Iowa,Yes
583,40,Male,Colorado,Yes
584,25,Male,California,Yes
585,70,Male,Indiana,Yes
586,69,Male,South Carolina,Yes
587,45,Male,Wisconsin,Yes
588,29,Male,Washington,Yes
589,47,Male,South Dakota,Yes
590,28,Male,Minnesota,Yes
591,64,Male,Alaska,Yes
592,47,Male,Kentucky,Yes
593,60,Male,North Dakota,Yes
594,67,Male,Alaska,Yes
595,35,Male,Oklahoma,Yes
596,30,Male,Delaware,Yes
597,23,Male,Montana,Yes
598,70,Male,Alaska,Yes
599,21,Male,California,Yes
600,51,Male,Massachusetts,Yes
601,22,Male,South Carolina,Yes
602,32,Male,West Virginia,Yes
603,37,Male,Oregon,Yes
604,31,Male,Massachusetts,Yes
605,44,Male,West Virginia,Yes
606,40,Male,California,Yes
607,27,Male,Colorado,Yes
608,47,Male,Indiana,Yes
609,41,Male,Delaware,Yes
610,51,Male,Ohio,Yes
611,53,Male,Oklahoma,Yes
612,43,Male,California,Yes
613,67,Male,New Hampshire,Yes
614,61,Male,Pennsylvania,Yes
615,68,Male,Idaho,Yes
616,67,Male,Maryland,Yes
617,29,Male,Pennsylvania,Yes
618,50,Male,Colorado,Yes
619,61,Male,Indiana,Yes
620,19,Male,Nebraska,Yes
621,33,Male,Rhode Island,Yes
622,51,Male,Kansas,Yes
623,69,Male,Georgia,Yes
624,19,Male,Nevada,Yes
625,55,Male,South Carolina,Yes
626,49,Male,Delaware,Yes
627,31,Male,New Hampshire,Yes
628,42,Male,Oregon,Yes
629,69,Male,Massachusetts,Yes
630,26,Male,Vermont,Yes
631,41,Male,Mississippi,Yes
632,55,Male,Washington,Yes
633,35,Male,Wyoming,Yes
634,66,Male,Minnesota,Yes
635,36,Male,Ohio,Yes
636,27,Male,South Carolina,Yes
637,41,Male,Wisconsin,Yes
638,21,Male,Tennessee,Yes
639,53,Male,Maryland,Yes
640,54,Male,Mississippi,Yes
641,53,Male,Minnesota,Yes
642,47,Male,Alaska,Yes
643,64,Male,Arkansas,Yes
644,18,Male,Oregon,Yes
645,68,Male,Louisiana,Yes
646,62,Male,Oklahoma,Yes
647,51,Male,Indiana,Yes
648,54,Male,Mississippi,Yes
649,22,Male,Michigan,Yes
650,53,Male,Delaware,Yes
651,34,Male,Florida,Yes
652,32,Male,Arkansas,Yes
653,64,Male,Minnesota,Yes
654,20,Male,North Dakota,Yes
655,24,Male,California,Yes
656,20,Male,Mississippi,Yes
657,42,Male,Pennsylvania,Yes
658,48,Male,Arizona,Yes
659,62,Male,Louisiana,Yes
660,62,Male,Virginia,Yes
661,50,Male,Montana,Yes
662,57,Male,Iowa,Yes
663,24,Male,Illinois,Yes
664,59,Male,Alaska,Yes
665,63,Male,Colorado,Yes
666,41,Male,New Mexico,Yes
667,35,Male,Colorado,Yes
668,34,Male,Arizona,Yes
669,49,Male,Hawaii,Yes
670,43,Male,Illinois,Yes
671,63,Male,Louisiana,Yes
672,38,Male,Iowa,Yes
673,59,Male,Washington,Yes
674,35,Male,Oklahoma,Yes
675,48,Male,Washington,Yes
676,64,Male,Arkansas,Yes
677,28,Male,Connecticut,Yes
678,60,Male,Washington,Yes
679,27,Male,Maine,Yes
680,56,Male,Michigan,Yes
681,58,Male,Tennessee,Yes
682,30,Male,Louisiana,Yes
683,23,Male,Missouri,Yes
684,33,Male,Michigan,Yes
685,63,Male,Alabama,Yes
686,70,Male,Massachusetts,Yes
687,70,Male,Indiana,Yes
688,19,Male,West Virginia,Yes
689,25,Male,Michigan,Yes
690,19,Male,Pennsylvania,Yes
691,25,Male,Alaska,Yes
692,60,Male,Massachusetts,Yes
693,35,Male,North Dakota,Yes
694,46,Male,Vermont,Yes
695,41,Male,Kentucky,Yes
696,30,Male,Nevada,Yes
697,44,Male,Utah,Yes
698,61,Male,North Dakota,Yes
699,55,Male,Iowa,Yes
700,50,Male,Connecticut,Yes
701,57,Male,Wisconsin,Yes
702,51,Male,Idaho,Yes
703,18,Male,Montana,Yes
704,63,Male,Connecticut,Yes
705,34,Male,Idaho,Yes
706,25,Male,Arkansas,Yes
707,46,Male,Iowa,Yes
708,59,Male,Louisiana,Yes
709,37,Male,Kentucky,Yes
710,49,Male,Massachusetts,Yes
711,22,Male,Virginia,Yes
712,64,Male,New Hampshire,Yes
713,42,Male,New Hampshire,Yes
714,37,Male,Oregon,Yes
715,26,Male,South Dakota,Yes
716,33,Male,Delaware,Yes
717,30,Male,Missouri,Yes
718,21,Male,Alaska,Yes
719,22,Male,Florida,Yes
720,63,Male,Mississippi,Yes
721,33,Male,New Mexico,Yes
722,43,Male,California,Yes
723,27,Male,Wyoming,Yes
724,35,Male,Missouri,Yes
725,37,Male,New Hampshire,Yes
726,61,Male,Texas,Yes
727,32,Male,North Dakota,Yes
728,62,Male,Arkansas,Yes
729,29,Male,Nebraska,Yes
730,41,Male,Minnesota,Yes
731,48,Male,Massachusetts,Yes
732,43,Male,Arkansas,Yes
733,34,Male,New Hampshire,Yes
734,45,Male,Rhode Island,Yes
735,65,Male,New Jersey,Yes
736,61,Male,Montana,Yes
737,18,Male,Colorado,Yes
738,47,Male,Nebraska,Yes
739,56,Male,Minnesota,Yes
740,64,Male,Minnesota,Yes
741,26,Male,South Dakota,Yes
742,22,Male,West Virginia,Yes
743,64,Male,Nevada,Yes
744,21,Male,North Carolina,Yes
745,67,Male,Illinois,Yes
746,46,Male,Michigan,Yes
747,40,Male,Michigan,Yes
748,51,Male,Oklahoma,Yes
749,35,Male,South Dakota,Yes
750,56,Male,Oklahoma,Yes
751,25,Male,Maryland,Yes
752,65,Male,Ohio,Yes
753,39,Male,Ohio,Yes
754,47,Male,Massachusetts,Yes
755,36,Male,North Carolina,Yes
756,66,Male,Florida,Yes
757,62,Male,Montana,Yes
758,41,Male,Minnesota,Yes
759,66,Male,Massachusetts,Yes
760,51,Male,Rhode Island,Yes
761,33,Male,Minnesota,Yes
762,57,Male,Nevada,Yes
763,45,Male,New Mexico,Yes
764,61,Male,North Carolina,Yes
765,55,Male,Virginia,Yes
766,54,Male,Alaska,Yes
767,57,Male,Nevada,Yes
768,27,Male,Pennsylvania,Yes
769,64,Male,Illinois,Yes
770,52,Male,Delaware,Yes
771,19,Male,Vermont,Yes
772,22,Male,Hawaii,Yes
773,18,Male,Illinois,Yes
774,29,Male,California,Yes
775,42,Male,Nevada,Yes
776,49,Male,Kentucky,Yes
777,49,Male,Alabama,Yes
778,55,Male,Wyoming,Yes
779,29,Male,Massachusetts,Yes
780,60,Male,Utah,Yes
781,34,Male,New York,Yes
782,30,Male,Vermont,Yes
783,28,Male,Hawaii,Yes
784,63,Male,Louisiana,Yes
785,31,Male,Alabama,Yes
786,46,Male,Louisiana,Yes
787,70,Male,Indiana,Yes
788,53,Male,Michigan,Yes
789,50,Male,Rhode Island,Yes
790,33,Male,Idaho,Yes
791,22,Male,Louisiana,Yes
792,50,Male,North Carolina,Yes
793,34,Male,New Jersey,Yes
794,24,Male,Alabama,Yes
795,69,Male,Kentucky,Yes
796,39,Male,New York,Yes
797,42,Male,Arizona,Yes
798,42,Male,Maryland,Yes
799,29,Male,Alaska,Yes
800,55,Male,Nevada,Yes
801,32,Male,Utah,Yes
802,25,Male,New Mexico,Yes
803,38,Male,Delaware,Yes
804,32,Male,Connecticut,Yes
805,43,Male,Mississippi,Yes
806,41,Male,Connecticut,Yes
807,56,Male,Florida,Yes
808,27,Male,New York,Yes
809,46,Male,Wisconsin,Yes
810,48,Male,South Carolina,Yes
811,52,Male,South Dakota,Yes
812,18,Male,Illinois,Yes
813,64,Male,Alaska,Yes
814,54,Male,Montana,Yes
815,31,Male,Minnesota,Yes
816,30,Male,West Virginia,Yes
817,26,Male,Illinois,Yes
818,25,Male,Nevada,Yes
819,59,Male,Idaho,Yes
820,55,Male,Colorado,Yes
821,56,Male,Louisiana,Yes
822,62,Male,Vermont,Yes
823,35,Male,Mississippi,Yes
824,51,Male,Georgia,Yes
825,61,Male,Georgia,Yes
826,27,Male,Nebraska,Yes
827,54,Male,Massachusetts,Yes
828,31,Male,Colorado,Yes
829,24,Male,Nevada,Yes
830,42,Male,Idaho,Yes
831,41,Male,Wyoming,Yes
832,66,Male,Washington,Yes
833,58,Male,California,Yes
834,43,Male,Oklahoma,Yes
835,52,Male,Nevada,Yes
836,35,Male,Maryland,Yes
837,23,Male,West Virginia,Yes
838,25,Male,Illinois,Yes
839,33,Male,Kentucky,Yes
840,48,Male,Illinois,Yes
841,42,Male,Alabama,Yes
842,55,Male,Texas,Yes
843,59,Male,Missouri,Yes
844,65,Male,Pennsylvania,Yes
845,59,Male,Missouri,Yes
846,31,Male,Michigan,Yes
847,49,Male,Kentucky,Yes
848,53,Male,New Jersey,Yes
849,48,Male,Delaware,Yes
850,23,Male,Missouri,Yes
851,68,Male,Connecticut,Yes
852,35,Male,Massachusetts,Yes
853,34,Male,Florida,Yes
